Start,End,Script,P1,P2,Final,Match
0.21,3.04,hey guys it's shannon the rat and then today's video,opening,opening,opening,
3.05,13.04,i thought i'd go ahead and try to decorate the petsmart all living things small animal home kit cage thing that i found,goal,goal,goal,
13.05,18.08,i think last week and the main reason i'm doing this is because as some of you know,motivation,motivation,motivation,
18.09,24.18,once i disassemble the huge cage behind me i'm going to only be using the double critter nation,motivation,motivation,motivation,
24.23,26.72,so i'm going to be disassembling the third unit,motivation,motivation,motivation,
26.79,33.89,which means that when i need to put the rats in something for like the cage cleaning time i won't have that option anymore,motivation,motivation,motivation,
34,39.95,so what i'm going to do instead is use this cage here for that cage cleaning extra cage,motivation,motivation,motivation,
40.02,42.41,and i think that's going to work really well with my rats,motivation,motivation,motivation,
42.56,47.97,so anyways you can see that i've gotten started by putting some yesterday's news betting inside the cage,instruction,instruction,instruction,
48.02,56.93,and the main reason i've only put a tiny bit in here is because well honestly i didn't want to open a new bag and this was all i had left in my previous bag,justification,justification,justification,
56.98,59.19,so we're just going to work with this for now,status,instruction,context,
59.28,68.84,so the first thing i'm going to do is just decorate the bottom and i've decided that i'm going to be putting in a wheel just because i know my younger girls really like them,instruction,instruction,instruction,
69.65,73.93,i like that so that should work really well,side note,side note,side note,
74,82.49,the next thing i'm going to put in there is some sort of hide and i've decided i'm going to use this pink igloo just because it kind of fits perfectly in this spot,instruction,instruction,instruction,
82.72,85.61,and i'm also going to be using this food dish right above it,instruction,instruction,instruction,
86.74,91.39,the next thing i decided to put inside is just this cardboard tube,tool,tool,tool,
91.4,98.26,it's actually from a boat can that has some tissue stuffed inside it and that's just going to go right here to the side,tool specification,tool specification,tool specification,
99.03,101.14,so that's basically the bottom of the cage,status,status,status,
101.21,107.08,now i'm going to go ahead and put on the top so that i can start attaching things to the wire part of the cage,subgoal,subgoal,subgoal,
108.72,110.45,so so here we go,context,context,context,
115.6,121.65,ok so you can see that i've now put on the wire part of the cage and i'm planning on hanging up stuff in it,status,status,status,
121.66,125.05,just kind of by opening this top door's,status,status,status,
125.06,130.07,not really sure how well that's going to work just because this door is kind of small,status,status,status,
130.08,137.22,but we'll see how that goes and i'm going to be putting in some of my favorite things,status,status,status,
137.23,153.18,so here i have this little shelf thing from lowes and i've just taken the liberty of binder clipping on some belt and actually i have a second one right here and i'm going to be connecting them'cause that's a cool thing,tool,tool,tool,
154.35,161.72,these shelves so like that and i'm going to be hanging this up in the cage,instruction,instruction,instruction,
161.79,165.12,let's see if we can actually get this through the cage bars down,side note,side note,side note,
165.19,166.1,ohb there we go,side note,side note,side note,
166.83,173.28,and i'm going to be hanging this up in the cage like a mini shelf so we'll see how that works,context,context,context,
175.63,176.89,ok whoops,side note,side note,side note,
177.72,184.1,ok so now i finished with the shelving and i've decided i want to put in some different shelving here,status,subgoal,subgoal,
184.16,189.43,so i'm going to be slipping this inside the cage and trying to hang it up again,tool,instruction,instruction,
189.44,194.25,this comes from lowes and it has some place inside for comfort,tool specification,tool specification,tool specification,
194.83,202.77,ok so i have now added in my second shelf and i'm going to go ahead and try and add in this spider web hammock,status,status,status,
203.1,208.91,so now i fixed up the spider web hammock and i also added a little felt hammock right below it,status,status,status,
209.07,215.79,and they think i'm going to be putting this tube here into the basket just to add some variety of like that,tool,tool,tool,
216.52,220.47,i know cream likes to sleep in too so i think that's going to be a big hit,side note,side note,side note,
220.9,224.21,and honestly i'm not sure what else i can put in the cage,side note,side note,side note,
224.22,234.47,i mean for some reason this upper area feels a bit empty but i do need somewhere to put water bottles and i'm thinking that might be the area that i'll do it,context,context,context,
234.9,239.05,so i'm going to go ahead and put those in and we'll see how it turns out,bridge,bridge,bridge,
239.54,243.99,ok so now you can see that i've added the water bottles here and i think that works really well,status,status,status,
244.1,253.45,and the last things i'm going to add are this little bingle cat ball and this little tube snack i made with some cheerios inside it for entertainment,tool,tool,tool,
253.57,260.54,so we're just going to put those down below so that the rest can just play with them up front,instruction,instruction,instruction,
261.38,263.43,and uh yeah i think that's it,status,status,status,
263.56,266.27,this is pretty much what i can fit in the cage,status,bridge,status,
266.32,270.01,now i'm going to go ahead and add in the rats and we'll see what they think,bridge,bridge,bridge,
271.49,274.36,yep first,side note,side note,side note,
274.37,289.81,we have cookie we have that on marshmallow when biscuit oreo espresso and finally cream,side note,side note,side note,
290.51,291.37,and you know what,side note,side note,side note,
291.38,299.94,i think i'm going to go ahead and attach some a lava ledges to the side so it's easier to get up there and we'll see how that works,instruction,instruction,instruction,
300.22,301.33,ok so you can see,outcome,outcome,outcome,
301.34,311.04,i've attached a lava ledge which oreo is fine i'm looking down below just a quick tour,outcome,outcome,outcome,
311.29,318.67,we have our oatmeal container a little igloo with some food cat toy the wheel,outcome,outcome,outcome,
319.68,323.63,the little chinchilla ridge right there,outcome,outcome,outcome,
324.42,335.55,he felt panic the first of our two shelves the second one or two water bottles the spider web hammock,outcome,outcome,outcome,
336.82,344.07,the second type of shelf which has a tube and cream inside it and that's basically it,outcome,outcome,outcome,
346.08,347.01,there we go,outcome,outcome,outcome,
347.32,355.63,ok so after watching marshmallow kind of fail to get up there i decided to add another of these chinchilla ledges,outcome,outcome,outcome,
355.86,362.93,which will hopefully help him some we'll see and that's pretty much the entire cage again,outcome,outcome,outcome,
362.94,368.19,if you guys have any sort of recommendations for how to fill it better i'm all ears,side note,outcome,side note,
368.44,372.8,other than that thank you guys for watching and i hope to see you next time,closing,closing,closing,
373.06,373.71,bye,closing,closing,closing,
